author_id,created_at,text
hulu_support,15_05_2022_18_31,"@115942 We're sorry to hear this, Heather! Anything in particular about the new app that you find frustrating? We're here to help."
115942,15_05_2022_18_31,@115944 @115940 Yep. Challenging. Frustrating. Things you don’t need when you’re just trying to watch Bob’s Burgers.
115944,15_05_2022_18_31,@115942 @115940 It's....very challenging.
115942,15_05_2022_18_31,I feel it’s important to remind @115940 that its new interface has made watching what you want to watch nearly impossible. Zero stars.
hulu_support,15_05_2022_18_31,"@115945 We'd hate to see you go! HDMI mirroring isn't supported at this time, but we'll be sure to share the interest in this w/our team"
115945,15_05_2022_18_31,@hulu_support Sounds like generic #yourenotgonnafixit replh
hulu_support,15_05_2022_18_31,"@115945 We can't make any promises about HDMI streaming, but rest assured that we care about your concerns and have shared the feedback."
115945,15_05_2022_18_31,Love @115940 but lost home internet&amp; just learned can’t Mirror Hulu on iPad hdmi adapter. Wanted to get Hulu live. Guess I’ll have to cancel all of Hulu &amp; look at @115946 or something like that 😢 why #Hulu why???
hulu_support,15_05_2022_18_31,"@115947 You'll be glad to know that if you have a Spotify student account, you can get Hulu for free! https://t.co/dxpbd9X6kS. 🎶 💚 📺"
115947,15_05_2022_18_31,@115940 What if you do like @115948 and @115888 and have a student discount
115947,15_05_2022_18_31,@115940 i am a college student why can’t i still use my Mom’s/family account while I’m away at college
GWRHelp,15_05_2022_18_31,@115949 Hi there. Buses depart from the northern interchange at Reading. Phil.
115949,15_05_2022_18_31,@GWRHelp Do u expect people to travel with a compass???
GWRHelp,15_05_2022_18_31,"@115949 Head to the multi-storey car park, outside you will see a sign for rail replacement. Phil."
115949,15_05_2022_18_31,@GWRHelp boarding the 22:45 from pad to swindon. Where in reading do I have to go for the bus?dont usually find staff to help!!!
sprintcare,15_05_2022_18_31,@115950 This is really concerning to us and we would love to help. Can you let us know what issues you are having with your connection. KB
115950,15_05_2022_18_31,@sprintcare If it was concerning I wouldn’t have to be tweeting you so much over the last few years
115950,15_05_2022_18_31,@sprintcare Well if you could fix your fucking potato towers out here in Albuquerque that would be a start. https://t.co/qyDs2dbgQI
sprintcare,15_05_2022_18_31,@115950 Hi there! Service issues huh? Let us take a look into this for you. Shoot us a DM to assist further. -JA
115950,15_05_2022_18_31,@sprintcare Just fix it
115950,15_05_2022_18_31,@115714 fuck you fix my connection
sprintcare,15_05_2022_18_31,@115712 Just click ‘Message’ at the top of your profile. We're always here and eager to assist.
115712,15_05_2022_18_31,@sprintcare I've sent several private messages!!! and no one responds!
sprintcare,15_05_2022_18_31,@115712 Do you have a good contact number where you can be reached?
115712,15_05_2022_18_31,@sprintcare I sent it twice now to apparently noone!
115712,15_05_2022_18_31,@115714 @sprintcare how can I get in touch with someone that matters at Spring Corporate
sprintcare,15_05_2022_18_31,@115712 Do you have a good contact number where you can be reached? Please send through the private link.
sprintcare,15_05_2022_18_31,@115951 Get started here: https://t.co/dYSbRQ3CL0 Conversation will be continued in your secured web browser. -FR
115951,15_05_2022_18_31,@115913 I'm a #TMobile customer getting the runaround from @115714 to unlock ported phones. Now my kids don't have phones 2nite. Help!
sprintcare,15_05_2022_18_31,@115951 Hello please go to the link I will need additional information to work on getting phones unlocked. -FR
sprintcare,15_05_2022_18_31,@115952 Hey we would love to further educate you on our amazing Sprint Flex Lease option. Send us a DM lets chat. -CW
115952,15_05_2022_18_31,"@115714 After those 12 months, if you decided to upgrade what happens to the remaining 6 months if you’re on a 18 mo Flex lease like me?"
115714,15_05_2022_18_31,"Save big our best-selling phones, &amp; get FREE Upgrades to any phone after 12 consecutive on-time payments https://t.co/yvX1tLnLlZ"
sprintcare,15_05_2022_18_31,"@115953 Hey Tayler, having service issues? Shoot us a DM for further assistance! -RW"
115953,15_05_2022_18_31,@115714 you wanna actually turn on your internet towers to work or nah?
Ask_Spectrum,15_05_2022_18_31,@115954 I can look into that for you. Can you please send me your account or phone number directly in a private message? ^AS
115954,15_05_2022_18_31,@115955 I need you idiots to stop sending me to collections. YOU owed ME money. I owe you nothing. Get your shit together.
Ask_Spectrum,15_05_2022_18_31,@115956 I apologize. We're now following you. ^RR
115956,15_05_2022_18_31,"@Ask_Spectrum You don’t follow me so I can’t never mind we’ll call but gotta say @11 was great, jury still out on @12"
Ask_Spectrum,15_05_2022_18_31,@115956 OK. Please send a DM regarding this matter when you can. ^RR
115956,15_05_2022_18_31,@Ask_Spectrum Will be happy to discuss my problem in DM but not thru link you sent
Ask_Spectrum,15_05_2022_18_31,@115956 My apologies for any issues you're currently having. I'd be happy to help anyway we can. Please DM your service p... https://t.co/pcCWPPfuNu
115956,15_05_2022_18_31,"@Ask_Spectrum having trouble with a cable box, can you help?"
Ask_Spectrum,15_05_2022_18_31,"@115718 I apologize. The number provided is not bringing up an account. Can you DM me your full address, please? -JB"
115718,15_05_2022_18_31,I’ll do it LIVE so there is no confusion. Paul Garrison 850.266.3576 https://t.co/5GI1Wh765p
sainsburys,15_05_2022_18_31,"@115957 ...products. By 2020, we'll make sure that our own packaging has been reduced by half compared to 2005. Reid 2/2"
115957,15_05_2022_18_31,@sainsburys what are you doing to reduce the use of single use plastic in the product lines you carry? #reducewaste
ChipotleTweets,15_05_2022_18_31,@115958 True story! Thanks for stopping by – enjoy that burrito. -Becky
115958,15_05_2022_18_31,don’t forget to cop your $3 @Chipotletweets burrito today ✨ https://t.co/Yho0pkQhbI
ChipotleTweets,15_05_2022_18_31,@115959 You look WONDERful! Thanks for stopping by. -Becky
115959,15_05_2022_18_31,Thanks @ChipotleTweets for the $3 burrito bowl! #halloweentreats https://t.co/wjIdjvNvti
ChipotleTweets,15_05_2022_18_31,@115960 That doesn't look right. Please tell us more: https://t.co/Ax7W1Dx3Y9 -Becky
115960,15_05_2022_18_31,@ChipotleTweets nope just laziness.
115960,15_05_2022_18_31,@ChipotleTweets I didn't know my boy ordered half a bowl... #WheresTheRice? https://t.co/Qmqiy3nYIg
ChipotleTweets,15_05_2022_18_31,@115961 The absolute best. What are you going to order? -Becky
115961,15_05_2022_18_31,"@ChipotleTweets We got two burritos, chips and queso. 👍🏼"
ChipotleTweets,15_05_2022_18_31,@115961 Delish! Well played. -Becky
115961,15_05_2022_18_31,Getting that 3 buck burrito from @ChipotleTweets is becoming a tradition on Halloween #thebest
ChipotleTweets,15_05_2022_18_31,@115962 Shout out to you for stopping by! -Becky
115962,15_05_2022_18_31,Shoutout to @ChipotleTweets for doing the $3 deal. 🙏🏼
ChipotleTweets,15_05_2022_18_31,"@115963 Nothing but love for you, my friend. -Becky"
115963,15_05_2022_18_31,nothing but the most respect for @ChipotleTweets and this $3 BOOrito
ChipotleTweets,15_05_2022_18_31,@115964 Creeeeepy. Thanks for stopping by! -Becky
115964,15_05_2022_18_31,🎃Thanks @ChipotleTweets for my $3 burrito bowl 👻 tonight! https://t.co/gHVOXof7SG
ChipotleTweets,15_05_2022_18_31,"@115965 We've turned it off since it's our annual Boorito promo, but it'll be back on tomorrow. -Becky"
115965,15_05_2022_18_31,"@ChipotleTweets cant order online, says ""cannot connect to chipotle supercomputer."" on the app."
ChipotleTweets,15_05_2022_18_31,My food just ghosted… Spooky. https://t.co/sLNSNZPZYh
ChipotleTweets,15_05_2022_18_31,@115966 So true. -Becky
115966,15_05_2022_18_31,Going to @ChipotleTweets expecting a $3 boorito w/o wearing a costume is like going trick or treating w/o a costume &amp; expecting candy. #no
ChipotleTweets,15_05_2022_18_31,@115967 So true! -Becky
115967,15_05_2022_18_31,Halloween isn’t complete unless you get your @ChipotleTweets bowl with guacamole for $3 for wearing a costume! #buzzlightyear #halloween
ChipotleTweets,15_05_2022_18_31,@115968 We dig it! Thanks for stopping by. Happy Halloween!
115968,15_05_2022_18_31,Wore my @79588 hoodie to @ChipotleTweets w/whole family in costume &amp; it scored me my boo-rito bowl for $3 😄🎃 #ScientistForHalloween https://t.co/lqBOtbjAmL
ChipotleTweets,15_05_2022_18_31,"@115969 It was my favorite, too. My apologies for any frustration. -Becky"
115969,15_05_2022_18_31,"@ChipotleTweets I'm not frustrated, just sad. But thanks for the compassion."
ChipotleTweets,15_05_2022_18_31,"@115969 Of course, my friend. -Becky"
115969,15_05_2022_18_31,Hey @ChipotleTweets why don't you have chorizo anymore it was the best thing on the menu
ChipotleTweets,15_05_2022_18_31,@115970 Yes! I love it. And Shawn's cards are the best. -Becky
115970,15_05_2022_18_31,Oh what a Happy Halloween it is 🙌🏼 @ChipotleTweets https://t.co/UvC4oAnUwE
ChipotleTweets,15_05_2022_18_31,@115971 Same! What's your go-to order? -Becky
115971,15_05_2022_18_31,Boorito!!! One of my favorite Halloween traditions. ❤️👻✨🥑🌽🥗 @ChipotleTweets https://t.co/rLKJ3uvw7c
ChipotleTweets,15_05_2022_18_31,@115972 Best day of the year! -Becky
115972,15_05_2022_18_31,i just spent $3.00 even on a boorito from @ChipotleTweets 😍
ChipotleTweets,15_05_2022_18_31,@115973 Thanks for stopping by! That's a great looking duo right there. -Becky
115973,15_05_2022_18_31,"My favorite holiday... $3 booritos at Chipotyay! @chipotletweets 🎃🌯👻
#chipchiphooray #chipotyay… https://t.co/MC6QVqAt1z"
ChipotleTweets,15_05_2022_18_31,@115974 That doesn't sound right. Please tell us more here: https://t.co/Ax7W1Dx3Y9 -Becky
115974,15_05_2022_18_31,I guess my soccer player costume wasn't good enough for a $3 burrito @ChipotleTweets
ChipotleTweets,15_05_2022_18_31,"@115975 We shut it off for our Boorito promotion, but it'll be back on tomorrow. My apologies for any frustration. -Becky"
115975,15_05_2022_18_31,.@ChipotleTweets app doesn’t work anymore in the 6ix. Lame.
ChipotleTweets,15_05_2022_18_31,"@115976 If it fits comfortably inside your meal, it'll be $3. -Becky"
115976,15_05_2022_18_31,@ChipotleTweets aye can i do double meat for my boorito and still only pay $3?
ChipotleTweets,15_05_2022_18_31,"@115977 If all goes to plan, we should be open on Friday! -Becky"
115977,15_05_2022_18_31,@ChipotleTweets Woohoo! I'm gonna be first in line. 😄
ChipotleTweets,15_05_2022_18_31,"@115977 Yeah, buddy! Send us a pic, for sure. -Becky"
115977,15_05_2022_18_31,@ChipotleTweets Hey! Did things go to plan? Just checking if your W. Broadway location in Vancouver is open today...
ChipotleTweets,15_05_2022_18_31,"@115977 From what I see, we're good to go. -Tay"
115977,15_05_2022_18_31,Hey @ChipotleTweets! Any word on when your 532 W. Broadway location in Vancouver will open? Can't wait any more!! #YVRfood #lunchtime
ChipotleTweets,15_05_2022_18_31,@115978 Oh noooo! Why not this year? -Becky
115978,15_05_2022_18_31,"@ChipotleTweets No costume, Becky. No one wanted to be Shrek with me. Tis a sad, sad Tuesday☹️"
ChipotleTweets,15_05_2022_18_31,"@115978 Sad, indeed. I still think you should come in! -Becky"
115978,15_05_2022_18_31,I think this is the first time since its birth that I haven’t gone to @ChipotleTweets on Halloween for my annual boorito 😞
ChipotleTweets,15_05_2022_18_31,@115979 That shouldn't be happening. Please tell us more here: https://t.co/Ax7W1Dx3Y9 -Becky
115979,15_05_2022_18_31,When you go to @ChipotleTweets dressed as a soccer player and don't get 3$ burritos
ChipotleTweets,15_05_2022_18_31,@115980 😳 -Becky
115980,15_05_2022_18_31,@ChipotleTweets Pray for me Becky
