author_id,created_at,text
116144,15_05_2022_18_32,@AmericanAir ........still....on....hold.....they made the booking. I am trying to pay.....so #frustrating.
AmericanAir,15_05_2022_18_32,@116144 We're sorry for the long wait. The next available agent will be with you as soon as possible.
116144,15_05_2022_18_32,@AmericanAir well now i am told the ticket cost is an additional $200/person to pay....because of the wait....omg
AmericanAir,15_05_2022_18_32,@116144 Fares sell in real time. We're sorry we weren't able to snag the lower fare for you.
116144,15_05_2022_18_32,@AmericanAir i don't think it changes within minutes. This is a scam
116144,15_05_2022_18_32,@AmericanAir finally booked and they honored lower fare....that was still available on line
AmericanAir,15_05_2022_18_32,@116144 We're glad our Reservations team was able to help.
116144,15_05_2022_18_32,"@AmericanAir Me too, but it shouldn't be this hard. Nearly 2 hours."
116144,15_05_2022_18_32,Trying to book a flight on @AmericanAir and an error comes up: System having trouble. Anyone else having problem?
AmericanAir,15_05_2022_18_32,@116145 We're sorry for your frustration. Any damage must be assessed in person within 24 hours of arrival by airport personnel.
116145,15_05_2022_18_32,@AmericanAir Well how much does that help me now?
AmericanAir,15_05_2022_18_32,@116145 An airport agent will be happy to take a look at your bag to assist with a claim but damage must be assessed in person.
116145,15_05_2022_18_32,@AmericanAir I was long gone from the airport by then
AmericanAir,15_05_2022_18_32,"@116145 Our team will need to assess the damage in person, please see an agent for assistance."
116145,15_05_2022_18_32,@AmericanAir No I was not able to
AmericanAir,15_05_2022_18_32,@116145 We always want to take care of your bags. We're you able to file a claim with our Baggage team?
116145,15_05_2022_18_32,Look what @AmericanAir did to my bag. https://t.co/QUeBqf8JJf
AmericanAir,15_05_2022_18_32,@116146 We're happy when you're happy! That sure does look delicious.
116146,15_05_2022_18_32,Big thx 2 @AmericanAir 4 guacamole and margs of thx while the @116147 lounge upgrades are underway #nomnom https://t.co/PCW4Vdxbyf
TMobileHelp,15_05_2022_18_32,@116148 :o Creepy! Happy Halloween! *ArynH
116148,15_05_2022_18_32,@115911    Who’s looking in your window at night https://t.co/gkUco6aO01
TMobileHelp,15_05_2022_18_32,"@116149 No worries at all! I'll be able to help out 100%! Shoot me a DM, and I'll dive right in! *DannyHarvey"
116149,15_05_2022_18_32,@115911  https://t.co/zc5zheYczx
115911,15_05_2022_18_32,"@116149 I mean...it does say to ""submit your costume pic"" in the original tweet... *ErikS"
116149,15_05_2022_18_32,@115911 This is kinda lame...i created a whole acc just to get told to upload a photo of my costume. I didn't even dress up? https://t.co/B8UvzSlzhp
115911,15_05_2022_18_32,"Happy Halloween! Submit your costume pics with #Thankenstein + #Contest to win a spooky trip to London, plus other scary surprise goodies! https://t.co/9M7XGcE8fx"
TMobileHelp,15_05_2022_18_32,"@116150 We don't want things to come to that point, please DM if there's anything we can help with. *JohnWard"
116150,15_05_2022_18_32,Finally free of the @115911 chains here I come cricket
TMobileHelp,15_05_2022_18_32,@116151 @115913 I've got your DM and will reply shortly. Welcome back! *ZachRicketts
116151,15_05_2022_18_32,@TMobileHelp @115913 John why I am having so much trouble coming back
TMobileHelp,15_05_2022_18_32,"@116151 @115913 Please meet me back in DM, we'll discuss this further. *ZachRicketts"
116151,15_05_2022_18_32,@TMobileHelp @115913 8 hours total  over 3 days and still working on coming back. Why @115913 ?
116152,15_05_2022_18_32,@116151 @TMobileHelp @115913 what is happening in this conversation
116153,15_05_2022_18_32,@116152 @116151 @TMobileHelp @115913 I'm not even a T-Mobile customer. And people like this piss me off. Trolling losers.
116153,15_05_2022_18_32,@116152 @116151 @TMobileHelp @115913 This guy is a fool and a troll.
116151,15_05_2022_18_32,@TMobileHelp @115913 I am not going to a store!  I spend Sunday 6 hours trying to come back and tweeting. Today you are making me go back and front for 1 and 1/2 hours. No Worth it
116153,15_05_2022_18_32,@TMobileHelp @116151 @115913 Quit begging for this idiots business
116153,15_05_2022_18_32,@116151 @TMobileHelp @115913 Because you sound like an idiot. After reading your post you don't know your password the same password you had when you was a customer just a month ago. You sound like a troll. Your the one making this hard you idiot. Can't believe how stupid this generation has become
116151,15_05_2022_18_32,@TMobileHelp @115913 Thanks!
TMobileHelp,15_05_2022_18_32,@116151 @115913 Thank you so much for the DM. We'll be responding in kind shortly for you! https://t.co/lH0SH5fy2m *MikeRice
116151,15_05_2022_18_32,@TMobileHelp @115913 I send DM over to you guys Cassy or Jason were helping me
TMobileHelp,15_05_2022_18_32,"@116151 @115913 We absolutely want you back and we will find a solution today. We see your DM, we will be responding https://t.co/PbJEgtqanO *JeromyBingham"
116151,15_05_2022_18_32,@TMobileHelp @115913 @116154 So you @115913 know! been trying to chat but your team is asking for a pin or password I don’t have. Making me feel like you don’t want me back
TMobileHelp,15_05_2022_18_32,"@116151 @115913 @116154 I've sent you a DM with some information, let's get this fixed. https://t.co/PbJEgtqanO *JeromyBingham"
116151,15_05_2022_18_32,@TMobileHelp @115913 @116154 Don’t get why they are asking for my password
116151,15_05_2022_18_32,@TMobileHelp @115913 John I try to come back to T-Mobile but they want me to go to the store. Maybe @116154 team can help because customer service want me to go to the stores maybe I just stay will my current service. Don’t seem like u guy want me back
TMobileHelp,15_05_2022_18_32,@116151 @115913 We'd love to see you back on the UnCarrier. DM us and we'll chat reunion options: https://t.co/cuEwtd2epS *DanKing
116151,15_05_2022_18_32,@115913 @2896 I made a mistake a big dumb mistake. I ported my lines to another service. Less then month ago. I miss T-Mobile. Can I come back and have my formal plan please? Should I talk to @116154 team? Because customer service told me I can’t go to my formal plan.
115913,15_05_2022_18_32,Wow!! Honored to be one of @2896’s #TheBraveOnes!!  https://t.co/ORNLBSYzDp
TMobileHelp,15_05_2022_18_32,"@116155 Hey, Kashif! Shoot me a DM here https://t.co/QHDTFHxSPu and we'll check out when we're going to #lightitup! *KrystnYogi"
116155,15_05_2022_18_32,@115911 @TMobileHelp when is the 600mhz coming online in #seattle??
TMobileHelp,15_05_2022_18_32,@116156 Let's dig deeper! Please DM so we can find out what's happening there. *JohnWard
116156,15_05_2022_18_32,@115911 once again you are being slow 😑
TMobileHelp,15_05_2022_18_32,@116157 We love your contest entrees! 👍😄💗 #HappyHalloween *PatrickUllmann
116157,15_05_2022_18_32,@116158 @115911 Creative! Like it!!
116158,15_05_2022_18_32,#Thankenstein + #Contest @115911 Keeping it creepy!!!! :D https://t.co/QPmzxwIxbv
VirginTrains,15_05_2022_18_32,@116159 Happy the team could help 😊 ^CB
116159,15_05_2022_18_32,Thank you @VirginTrains for the advice to make the connection. After a long long day it is appreciated #topwork
SouthwestAir,15_05_2022_18_32,"@116160 We aim to make travel easy as possible and we appreciate the shoutout, Daniel! We can't wait to see you at 35k again soon. ^TL"
116160,15_05_2022_18_32,"@SouthwestAir great airline. No fees to check bags, free drinks and snacks on board. And complimentary Halloween sweets! Great stuff guys👍🏽"
SouthwestAir,15_05_2022_18_32,@116161 You can check out what's available here: https://t.co/q1z88DQ3lg ^SL
116161,15_05_2022_18_32,"@SouthwestAir Found it!! But doesn't seem to work, can you check if funds are available?"
SouthwestAir,15_05_2022_18_32,"@116161 Hey, Jennifer. You have two travel funds, correct? Unfortunately, we don't track travel funds. Do you possibly have the emails? ^SL"
116161,15_05_2022_18_32,@SouthwestAir I have two vouchers but can't seem to track down my confirmation numbers. Anyway to look them up? Thanks!
SouthwestAir,15_05_2022_18_32,@116162 We understand and hope you can snag a great deal soon! ^SL
116162,15_05_2022_18_32,@SouthwestAir You’d be my first choice! If only money fell in the same category as sky’s the limit .
SouthwestAir,15_05_2022_18_32,"@116162 The sky is the limit, Kelli! We hope to be the first to welcome you onboard. Check out all the places to go: https://t.co/pVD52pj6Fm ^SL"
116162,15_05_2022_18_32,@SouthwestAir I’ve never been on an airplane. #bucketlist
SouthwestAir,15_05_2022_18_32,"Two free bags for every story. Book a seat and start yours. #175stories 
 https://t.co/PXBMZLCfBO"
SouthwestAir,15_05_2022_18_32,"@116163 What a relaxing view, Susan! Thanks for sharing the great shot and we hope you enjoy the ride with us today. ^TL"
116163,15_05_2022_18_32,@SouthwestAir I loved how your employees embraced the day &amp; made@travel fun!  Glad you like the pic. It's my thank you to you all so enjoy!
SouthwestAir,15_05_2022_18_32,@116163 Halloween is a big deal here at Southwest and we love being a part of the festivities. We're glad to hear you had fun with us today! ^TL
116163,15_05_2022_18_32,Me time in the sky... @southwestair https://t.co/ccjl2JCAfK
SouthwestAir,15_05_2022_18_32,"@116164 Maybe next year? We can't wait to welcome you onboard, Matthew! We hope you have a wonderful flight. ^MK"
116164,15_05_2022_18_32,"@SouthwestAir Bummer, might have to watch my back on Nov. 13 too for Sadie Hawkins day on the airline of LUV. #funnyholidays"
SouthwestAir,15_05_2022_18_32,"@116164 I can't make any promises, but if you ask nicely maybe a Flight Attendant will put your drink on our tab! ^MK"
116164,15_05_2022_18_32,Unlucky not to be flying on @SouthwestAir today and have to wait until Nov. 8th. Would have been nice to have had a free drink on flight.
hulu_support,15_05_2022_18_32,"@116165 Oh no! Does the error pop up at app launch or playback? What device is in use? For now, please try: https://t.co/HXpLyTU79x."
116165,15_05_2022_18_32,"Hey @115940 your app has had a “loading error” for the two weeks, thought I’d let you know I’ve been paying for aggravation rather than tv"
hulu_support,15_05_2022_18_32,"@116166 Please try uninstalling/reinstalling our iPhone app. If no change, contact us via phone/chat here: https://t.co/6YdK7bvQN7."
116166,15_05_2022_18_32,"@hulu_support Yes, @hulu_support same message: error playing this video, iPhone 7"
hulu_support,15_05_2022_18_32,@116166 Still having trouble? Which device are you using? What error are you seeing? We want to help! 1st try: https://t.co/HXpLyTU79x
116166,15_05_2022_18_32,"@hulu_support I'm getting an error when I try to play episodes. Can you help, please?"
hulu_support,15_05_2022_18_32,"@116167 We do currently offer a 4 networks in many areas, but this will vary by ZIP. We can share the interest in the Durham-area."
116167,15_05_2022_18_32,@hulu_support when will the other 2 major networks stream live on Hulu live?
Uber_Support,15_05_2022_18_32,@116168 Happy to further assist you. Can you please send us a DM with your email address and additional details so we can follow up?
116168,15_05_2022_18_32,@Uber_Support done please check
Uber_Support,15_05_2022_18_32,"@116168 Hi, Singh. Please send us a DM with your account email address and phone number so we can locate your account. Thanks for your patience."
116168,15_05_2022_18_32,kya khassi support hai yaar @Uber_Support. i am an uber rider not driver. they are telling me to take docs to nearby uber office for verification and all i was asked was to update my cellphone number 👺👺
sprintcare,15_05_2022_18_32,@116169 Yes dm please.
116169,15_05_2022_18_32,@sprintcare Yes I do. You want me to dm you or just write it on the comments???
sprintcare,15_05_2022_18_32,"@116169 Hello, do you have an order number we can check for you?"
116169,15_05_2022_18_32,@115714 @177 I haven’t received no type of new besides my Oder is pending for day.
115714,15_05_2022_18_32,@177 Have you Pre-Ordered yours yet? 👀
ChipotleTweets,15_05_2022_18_32,"@116170 Oh behalf of Chipotle, thank YOU! -Becky"
116170,15_05_2022_18_32,"On behalf of all college students, thank you 💕@ChipotleTweets https://t.co/bcXVahRWQK"
sprintcare,15_05_2022_18_32,@116171 Good afternoon. This is distressing. Send me a DM so I can see what happened.
116171,15_05_2022_18_32,"@115714 customer service 👎! 4 different people said they have no idea how to help, the two people who actually have tried did it wrong 😡"
sprintcare,15_05_2022_18_32,"@116172 Hey :)! Let's look into this, DM us. -CS"
116172,15_05_2022_18_32,@sprintcare I called customer care when I tweeted this and they said double charge would be credited. Still no credit.
116172,15_05_2022_18_32,@115714 chk ur latest bill. I paid for note 8 shipping w/debit when ordered. Latest bill shows ship charge. This happened to other friends.
sprintcare,15_05_2022_18_32,@116173 Hey Tiffany! I'd like to work with you on your issues. Can you shoot us a DM for us to have a little chat? -ResolutionSup DC
